User_Id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,labels
117,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
118,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
119,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
120,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
121,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
122,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
123,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
124,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
125,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
126,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
127,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
128,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
129,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
130,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
131,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
132,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
133,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
134,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
135,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
136,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
137,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
138,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
139,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
140,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
141,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
142,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
143,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
144,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
145,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
146,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
147,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
148,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
149,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
150,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
151,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
152,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
153,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
154,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
155,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
156,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
157,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
158,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
159,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
160,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
161,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
162,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
163,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
164,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
165,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
166,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
167,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
168,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
169,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
170,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
171,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
172,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
173,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
174,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
175,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
176,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
177,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
178,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
179,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
180,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
181,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
182,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
183,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
184,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
185,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
186,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
187,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
188,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
189,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
190,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
191,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
192,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
193,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
194,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
195,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
196,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
197,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
198,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
199,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
200,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
201,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
202,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
203,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
204,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
205,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
206,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
207,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
208,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
209,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
210,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
211,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
212,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
213,2,1,1,4,3,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,5
214,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
215,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
216,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
217,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
218,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
219,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
220,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
221,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
222,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
223,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
224,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
225,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
226,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
227,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
228,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
229,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
230,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
231,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
232,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
233,2,1,1,1,2,2,1,4,5,4,3,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,8
